Sim	T1	k	Antigen_2016	MF_2016
467	0.00386392	0.0361012	8.09174	3.78181
467	0.00386392	0.0361012	7.54724	3.39014
467	0.00386392	0.0361012	8.00735	3.74109
467	0.00386392	0.0361012	7.81504	3.52295
468	0.00831483	0.0593489	13.4922	7.02485
468	0.00831483	0.0593489	13.1616	6.8222
468	0.00831483	0.0593489	13.5903	7.16768
468	0.00831483	0.0593489	13.8094	7.36831
468	0.00831483	0.0593489	13.6344	7.27239
469	0.00452512	0.0102887	4.8598	2.67537
469	0.00452512	0.0102887	5.03065	2.68978
469	0.00452512	0.0102887	5.01212	2.80856
469	0.00452512	0.0102887	4.84582	2.64251
469	0.00452512	0.0102887	4.99816	2.7702
470	0.00223235	0.0241064	5.52532	2.20458
470	0.00223235	0.0241064	5.56828	2.17191
470	0.00223235	0.0241064	5.31297	2.14257
470	0.00223235	0.0241064	5.4083	2.0392
470	0.00223235	0.0241064	5.53464	2.19983
471	0.00838564	0.0134613	6.37989	3.98904
471	0.00838564	0.0134613	6.33169	3.99312
471	0.00838564	0.0134613	6.21685	3.90395
471	0.00838564	0.0134613	6.24468	3.9094
471	0.00838564	0.0134613	6.31878	3.95524
472	0.00577197	0.0872837	11.3767	3.86298
472	0.00577197	0.0872837	11.2277	3.87372
472	0.00577197	0.0872837	11.146	3.71163
472	0.00577197	0.0872837	10.6243	3.46941
472	0.00577197	0.0872837	11.0163	3.6955
473	0.0019326	0.0776587	4.16804	0.262684
473	0.0019326	0.0776587	4.11994	0.291906
473	0.0019326	0.0776587	3.62705	0.199045
473	0.0019326	0.0776587	4.09399	0.272319
473	0.0019326	0.0776587	4.01623	0.295176
474	0.00021614	0.0189136	2.256	0.0350482
474	0.00021614	0.0189136	2.32644	0.0407498
474	0.00021614	0.0189136	2.1062	0.0333142
474	0.00021614	0.0189136	2.25617	0.0240411
474	0.00021614	0.0189136	2.20349	0.0165676
475	0.001303	0.0789907	3.34802	0.108774
475	0.001303	0.0789907	3.24068	0.0796282
475	0.001303	0.0789907	3.08107	0.103317
475	0.001303	0.0789907	3.35573	0.110446
475	0.001303	0.0789907	3.14767	0.0851221
476	0.00314672	0.0263859	6.48791	3.01944
476	0.00314672	0.0263859	6.60605	3.07987
476	0.00314672	0.0263859	6.41182	2.91547
476	0.00314672	0.0263859	6.53244	3.1307
476	0.00314672	0.0263859	6.46396	2.92404
477	0.00784568	0.0424037	11.4327	6.5857
477	0.00784568	0.0424037	11.668	6.61359
477	0.00784568	0.0424037	11.6861	6.77385
477	0.00784568	0.0424037	11.6421	6.65867
477	0.00784568	0.0424037	11.6662	6.65195
478	0.00775677	0.0136652	6.21935	3.79836
478	0.00775677	0.0136652	6.25255	3.79857
478	0.00775677	0.0136652	5.98809	3.73007
478	0.00775677	0.0136652	6.21543	3.81112
478	0.00775677	0.0136652	6.29486	3.83278
479	0.00419912	0.0366331	8.67598	4.14681
479	0.00419912	0.0366331	8.35743	3.95219
479	0.00419912	0.0366331	8.39538	3.9649
479	0.00419912	0.0366331	8.1616	3.97156
479	0.00419912	0.0366331	8.22197	3.83445
480	0.00815737	0.020607	8.04065	5.04494
480	0.00815737	0.020607	8.06517	5.06126
480	0.00815737	0.020607	7.99201	4.97835
480	0.00815737	0.020607	7.87902	4.86569
480	0.00815737	0.020607	7.93325	5.02273
481	0.009248	0.0158126	7.07097	4.52993
481	0.009248	0.0158126	7.0572	4.50831
481	0.009248	0.0158126	7.02848	4.50999
481	0.009248	0.0158126	6.94365	4.42272
481	0.009248	0.0158126	6.88206	4.35888
482	0.00120754	0.0676984	3.18842	0.0979631
482	0.00120754	0.0676984	3.09179	0.0848583
482	0.00120754	0.0676984	3.24671	0.121475
482	0.00120754	0.0676984	3.1557	0.103405
482	0.00120754	0.0676984	3.27329	0.13145
483	0.00920882	0.0287757	10.1019	6.32525
483	0.00920882	0.0287757	10.0113	6.33012
483	0.00920882	0.0287757	10.0527	6.37573
483	0.00920882	0.0287757	9.98365	6.27722
483	0.00920882	0.0287757	10.2623	6.43079
484	0.00254126	0.0754525	5.28645	0.739402
484	0.00254126	0.0754525	4.97795	0.522435
484	0.00254126	0.0754525	4.94676	0.602632
484	0.00254126	0.0754525	5.29012	0.751783
484	0.00254126	0.0754525	4.89393	0.522044
485	0.00403068	0.0418557	8.41565	3.62253
485	0.00403068	0.0418557	8.43055	3.58113
485	0.00403068	0.0418557	8.09493	3.48878
485	0.00403068	0.0418557	8.24929	3.57605
485	0.00403068	0.0418557	8.25294	3.53803
486	0.00949421	0.0352705	11.3948	7.08886
486	0.00949421	0.0352705	11.3017	7.10236
486	0.00949421	0.0352705	11.4031	6.98603
486	0.00949421	0.0352705	11.2658	7.09372
486	0.00949421	0.0352705	11.1991	6.85332
487	0.00332023	0.0643611	7.06483	1.78877
487	0.00332023	0.0643611	7.16134	1.80004
487	0.00332023	0.0643611	6.79333	1.58363
487	0.00332023	0.0643611	7.31441	1.88819
487	0.00332023	0.0643611	6.69352	1.58516
488	0.00803656	0.0688128	13.9399	7.02822
488	0.00803656	0.0688128	13.9673	6.9846
488	0.00803656	0.0688128	13.9918	7.01156
488	0.00803656	0.0688128	13.6488	6.85679
488	0.00803656	0.0688128	14.2038	7.16017
489	0.00207688	0.0819884	4.18907	0.321526
489	0.00207688	0.0819884	4.12971	0.296302
489	0.00207688	0.0819884	3.98809	0.260696
489	0.00207688	0.0819884	3.82739	0.216226
489	0.00207688	0.0819884	4.40383	0.333511
490	0.00180602	0.0975202	3.84694	0.168303
490	0.00180602	0.0975202	3.79868	0.175267
490	0.00180602	0.0975202	3.78386	0.197596
490	0.00180602	0.0975202	3.6693	0.119551
490	0.00180602	0.0975202	3.73508	0.13629
491	0.00768203	0.0899937	14.2317	6.23958
491	0.00768203	0.0899937	14.0935	6.07281
491	0.00768203	0.0899937	14.0235	5.92897
491	0.00768203	0.0899937	13.5284	5.48435
491	0.00768203	0.0899937	13.6984	5.8473
492	0.00861826	0.097027	15.0087	6.4528
492	0.00861826	0.097027	14.6917	6.26534
492	0.00861826	0.097027	15.0921	6.42171
492	0.00861826	0.097027	15.2024	6.51451
492	0.00861826	0.097027	15.2551	6.65079
493	0.000745969	0.0271205	3.13441	0.255041
493	0.000745969	0.0271205	3.08526	0.240314
493	0.000745969	0.0271205	2.92662	0.208649
493	0.000745969	0.0271205	3.09005	0.259202
493	0.000745969	0.0271205	2.8958	0.208556
494	0.0054198	0.0770768	10.0934	3.42551
494	0.0054198	0.0770768	9.96969	3.28935
494	0.0054198	0.0770768	10.2596	3.5983
494	0.0054198	0.0770768	10.6059	3.8361
494	0.0054198	0.0770768	10.4746	3.65015
495	0.00369131	0.0660578	7.80179	2.29377
495	0.00369131	0.0660578	7.75561	2.19955
495	0.00369131	0.0660578	7.90318	2.25436
495	0.00369131	0.0660578	8.00368	2.33257
495	0.00369131	0.0660578	8.25148	2.34171
496	0.00294195	0.0752736	6.32115	1.07358
496	0.00294195	0.0752736	5.77669	0.82973
496	0.00294195	0.0752736	6.28096	1.10721
496	0.00294195	0.0752736	5.962	1.09574
496	0.00294195	0.0752736	5.92831	0.84796
497	0.0060014	0.0882355	11.7609	4.30746
497	0.0060014	0.0882355	11.4022	4.11232
497	0.0060014	0.0882355	11.385	4.03368
497	0.0060014	0.0882355	10.8898	3.4854
497	0.0060014	0.0882355	10.6706	3.49484
498	0.00207317	0.0602003	4.49289	0.562536
498	0.00207317	0.0602003	4.60771	0.57296
498	0.00207317	0.0602003	4.79655	0.659434
498	0.00207317	0.0602003	4.83972	0.657018
498	0.00207317	0.0602003	5.03991	0.737142
499	0.00706436	0.0975867	11.9648	4.15523
499	0.00706436	0.0975867	13.2707	5.01057
499	0.00706436	0.0975867	12.1575	4.31142
499	0.00706436	0.0975867	13.1073	4.80693
499	0.00706436	0.0975867	12.4482	4.47921
